Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA,AAPL,GOOGL,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,
2024-07-23,223.2831268310547,180.5067596435547,438.91558837890625,246.3800048828125,225.19832267550643,182.31391975552617,442.4083722657051,255.75999450683594,220.97100689389265,180.25852436340998,437.1889338456379,245.6300048828125,222.64803919770813,180.76493403159583,437.97824958808866,253.60000610351562,39960300,36352700,13107100,111928200
2024-07-24,216.86277770996094,171.41143798828125,423.1784362792969,215.99000549316406,223.0747441599071,174.94630610791995,435.5906350114138,225.99000549316406,215.46361045876344,170.6071580696205,421.8859141849524,214.7100067138672,222.280880842846,172.37459212943986,434.5743764919566,225.4199981689453,61777600,49585200,26805800,167942900
2024-07-25,215.8208465576172,166.0991973876953,412.81842041015625,220.25,219.15506035064124,172.19585555378663,424.0663351847354,226.0,212.97286249707204,166.00983631882548,411.94030891768244,216.22999572753906,217.24978234747041,171.3022145629285,423.0796754657291,216.8000030517578,51391200,44852000,29943800,100636500
2024-07-26,216.2872314453125,165.8211669921875,419.5967712402344,219.8000030517578,217.80548795978973,166.90346917641645,423.19810333197387,222.27999877929688,214.35218497553956,162.90191767605657,411.7034934246348,215.3300018310547,217.02154248476683,165.9701020997129,412.6211098546519,221.19000244140625,41601300,41336900,23583800,94604100
2024-07-29,216.56509399414062,168.33328247070312,421.0373229980469,232.10000610351562,217.61695646267233,169.22692328878654,426.38500194360023,234.27000427246094,214.0941983741811,166.80416003394157,419.0344049240428,224.6999969482422,215.29491873308154,167.6382268176297,425.8225986635412,224.89999389648438,36311800,20293800,15125800,129201800
2024-07-30,217.1207733154297,169.0879364013672,417.2781982421875,222.6199951171875,218.63902977566391,170.02130347692145,423.32639784774454,232.41000366210938,214.4613337033208,167.25100442280618,411.79234175836467,220.0,217.50777956722112,169.0383014663059,422.0141534919779,232.25,41643800,18959700,32687600,100560300
2024-07-31,220.37559509277344,170.3291015625,412.76910400390625,232.07000732421875,222.1022464925354,173.01997848256258,416.1533396507724,234.67999267578125,218.93672649714605,168.80990296351985,406.7109988096176,226.7899932861328,219.74050753338085,172.01711347343624,414.8904164009859,227.89999389648438,50036300,25729100,42891400,67497000
2024-08-01,216.6841583251953,169.55462646484375,411.5456237792969,216.86000061035156,222.7571844619209,172.82141135501334,421.75755796351626,231.8699951171875,215.35444602521784,167.68790739296938,407.57926252131097,214.3300018310547,222.64802807062824,169.04823192931204,415.1765544542287,227.69000244140625,62501000,24531400,30296400,83861900
2024-08-02,218.1726531982422,165.4835662841797,403.0406494140625,207.6699981689453,223.86860618805187,167.3204982165653,409.46381430513844,216.1300048828125,216.0391597412521,163.50760805366414,398.9460172931046,205.77999877929688,217.46809553371503,165.26511803151652,406.98728858808795,214.8800048828125,105568600,29130100,29437900,82880100
2024-08-05,207.66392517089844,158.1258544921875,389.87860107421875,198.8800048828125,211.8614570593827,163.26928160754815,395.6900415573509,203.8800048828125,194.49576385779395,153.83634209310054,380.43625987349014,182.0,197.56204548052773,154.4023257364845,383.9783949357412,185.22000122070312,119548600,53630700,40709200,100308800
2024-08-06,205.63958740234375,157.17262268066406,394.2790832519531,200.63999938964844,208.37841518370308,159.4365420774317,400.25826896287094,202.89999389648438,199.52687447574846,155.30590392172098,393.18390539634436,192.6699981689453,203.72440665766518,158.2052897951303,394.66389500260414,200.75,69660500,49004600,24946500,73783900
2024-08-07,208.209716796875,157.81805419921875,393.1148681640625,191.75999450683594,212.00039184379946,161.82952940748444,404.60944914169323,203.49000549316406,204.80603289763474,157.35137068982363,392.16768315982324,191.47999572753906,205.31211338628992,160.11174561926643,403.18868669056855,200.77000427246094,63516400,25138600,20650900,71159800
2024-08-08,211.67291259765625,160.88623046875,397.31805419921875,198.83999633789062,212.5560815310077,162.5345161798724,400.4457490366174,200.6999969482422,207.22729938249148,159.07908571101373,394.6047396336136,192.0399932861328,211.47445056104476,159.37695589283805,397.0713892387092,195.6999969482422,47161100,25578800,20203000,65033900
2024-08-09,214.58045959472656,162.51467895507812,400.6036071777344,200.0,215.11630867247783,162.6338270467508,402.60652539742165,200.8800048828125,210.34322570654538,157.93721957000096,396.8937867490897,195.11000061035156,210.47223285968454,158.8805106482627,398.6401637815713,197.0500030517578,42201600,28602300,19276700,58648300
2024-08-12,216.11038208007812,161.14437866210938,401.3830261230469,197.49000549316406,218.07745621052726,163.73595512438263,403.3070245629386,199.25999450683594,214.19298467780987,160.69755826883667,398.84730349296393,194.6699981689453,214.65991863613397,163.18984972764733,401.6296910455733,199.02000427246094,38028100,15895300,16762900,64044900
2024-08-13,219.8260040283203,163.00119018554688,408.487060546875,207.8300018310547,220.441953079239,163.56715864917211,409.4145232292732,208.49000549316406,217.58074300671984,161.81958802944447,404.10628833526175,197.05999755859375,217.58074300671984,162.25648447214553,404.12601069280254,198.47000122070312,44155300,18551700,19414300,76247400
2024-08-14,220.27304077148438,159.23793029785156,411.2989807128906,201.3800048828125,221.5744891931242,162.0678179768307,412.14752377963794,208.44000244140625,218.2662191901357,156.59671896869054,406.9478375879701,198.75,219.13055181670978,161.2535991509072,409.26646397851016,207.38999938964844,41960600,40591100,18267000,70250000
2024-08-15,223.25347900390625,160.16139221191406,416.1620788574219,214.13999938964844,223.8793724762866,160.49898852805327,416.2411406304339,215.8800048828125,221.30626328939533,158.4833194361169,412.8310473922666,204.82000732421875,223.13426697458056,159.36703635252704,414.9462891736181,205.02000427246094,46414000,31524300,20752100,89848500
2024-08-16,224.57479858398438,161.80967712402344,413.6317138671875,216.1199951171875,225.34970708383625,163.89484419906685,416.46852653153576,219.8000030517578,222.19045191126241,159.9925932186499,412.4752279591184,210.8000030517578,222.45869413327577,160.33018953302678,415.73709195319884,211.14999389648438,44340200,24208600,22775600,88765100
2024-08-19,224.4158477783203,165.4934844970703,416.6563415527344,222.72000122070312,224.515201244893,165.5133475605536,416.8737991572246,222.97999572753906,221.5844407323156,163.1004929084528,411.6449527797598,214.08999633789062,224.24695901251525,164.1132970310061,414.11604821044875,217.07000732421875,40687800,22416200,15234000,76435200
2024-08-20,225.0317840576172,165.9998779296875,419.88848876953125,221.10000610351562,225.68748051768907,167.44957853320707,420.9362307322599,228.22000122070312,223.97870407222223,165.642433695725,416.76505094858624,219.55999755859375,224.29662301984854,165.72185564699794,416.82435482083605,224.8800048828125,30299000,18341500,16387600,74001200
2024-08-21,224.9224853515625,164.6792755126953,419.23614501953125,223.27000427246094,226.4921759358446,165.67221654044488,421.46999458583696,224.66000366210938,223.58130467937312,163.50759722139043,416.8441115746798,218.86000061035156,225.04171252806572,163.98420467240848,419.17681098270833,222.6699981689453,34765500,22902000,16067300,70146000
2024-08-22,223.06471252441406,162.64373779296875,410.7454833984375,210.66000366210938,226.84984597984075,166.406977492495,421.8555493177983,224.8000030517578,222.43881906323927,162.15719125168386,409.8163490739685,210.32000732421875,226.30343225653021,166.07930514645545,419.45362155809136,223.82000732421875,43695300,22493300,19361900,79514500
2024-08-23,225.359619140625,164.4508819580078,411.9711608886719,220.32000732421875,226.7306179936649,165.00692648837935,414.4126044200127,221.47999572753906,222.8660050723941,162.67352425192186,407.32548933843145,214.2100067138672,224.18732719786422,163.55724112720742,412.15896655760116,214.4600067138672,38677300,13955700,18493800,81525200
2024-08-26,225.69740295410156,164.98707580566406,408.70928955078125,213.2100067138672,225.79675641202357,166.36726315289178,412.4554786638681,219.08999633789062,222.4288803537143,163.29907918080005,406.58415351672016,211.00999450683594,225.28014571740593,165.20552403193696,411.55599630876077,218.75,30602200,14190400,13152800,59301200
2024-08-27,226.54185485839844,163.51751708984375,409.05523681640625,209.2100067138672,227.356510742363,165.26510295168842,409.5692137906275,215.66000366210938,223.42234738221904,163.29908400819048,405.5067475085558,206.94000244140625,224.52510403050715,164.66933228950003,408.0865565785304,213.25,35934600,11821900,13492900,62821400
2024-08-28,225.0119171142578,161.70045471191406,405.85272216796875,205.75,228.35991942602843,164.4310425767687,410.2018441208808,211.83999633789062,224.20719049274723,160.38976526426643,402.6007521142328,202.58999633789062,226.43257756563742,163.87498286647468,410.08323636580656,209.72000122070312,38052200,16407400,14882700,64116400
2024-08-29,228.29037475585938,160.6380157470703,408.3435363769531,206.27999877929688,231.39995310375193,164.7984415304893,417.17028122626607,214.88999938964844,227.3863249726349,159.11881702129344,405.85268326493673,205.97000122070312,228.59836441740794,163.15015560870546,410.142500929111,209.8000030517578,51906300,19699800,17045200,62308800
2024-08-30,227.50555419921875,162.2267303466797,412.3171081542969,214.11000061035156,228.8964117856607,162.50475265729827,412.663037378181,214.57000732421875,225.99546942021698,160.54865737475214,407.3650233246306,207.02999877929688,228.68779072729976,161.47208537407533,410.7949049431994,208.6300048828125,52990800,22123800,24308300,63370600
2024-09-03,221.31619262695312,156.24920654296875,404.7061462402344,210.60000610351562,227.50553099413642,160.70751737773818,415.0254436454868,219.89999389648438,219.7266282681139,155.37541355771157,402.3240065159735,209.63999938964844,227.05847075546578,160.57843019098567,413.0782191501631,215.25999450683594,50190600,38945300,20313600,76714200
2024-09-04,219.40872192382812,155.34564208984375,404.1723327636719,219.41000366210938,220.33264539565292,157.87764508845953,406.48527429622453,222.22000122070312,216.06070449558098,154.8591106161364,399.6947093805116,210.57000732421875,220.2134333758585,155.5541664007753,401.21691249953295,210.58999633789062,43840200,19353800,15135800,80651800
2024-09-05,220.92874145507812,156.13003540039062,403.6682434082031,230.1699981689453,224.00850159902006,158.3244263445636,408.3237783354607,235.0,220.07435325324454,154.8789201470245,401.4343636867301,222.25,220.1836359939166,155.19666851330035,402.9071267784607,223.49000549316406,36615400,18688700,14195500,119355000
2024-09-06,219.37892150878906,149.8546600341797,397.0555725097656,210.72999572753906,223.7700744804958,156.71588626121135,405.9020748639309,233.60000610351562,218.33577084564575,149.48727669749047,396.1659541424797,210.50999450683594,222.4884846157397,156.18962872176218,404.33046200098624,232.60000610351562,48423000,37912100,19609500,112177000
2024-09-09,219.46835327148438,147.85623168945312,401.0291442871094,216.27000427246094,219.82600453136772,152.51929268189775,403.9252609488484,219.8699951171875,215.29576534565257,146.37478062718725,397.50041270369564,213.6699981689453,219.37894424631622,151.63440296353113,402.5315594789773,216.1999969482422,67180000,39260500,15295100,67443500
2024-09-10,218.67355346679688,147.80650329589844,409.4111328125,226.1699981689453,220.03460793809228,150.40151913279468,411.5164809342579,226.39999389648438,215.31560663834654,147.48833322690425,402.98628422521625,218.63999938964844,217.49131703149231,149.58621970938498,403.480503347315,220.07000732421875,51591000,31118800,19594300,78891100
2024-09-11,221.20692443847656,150.29214477539062,418.14886474609375,228.1300048828125,221.63411098197892,150.63018908340467,419.0878628478116,228.47000122070312,216.4680492147489,146.67304380954099,404.8444661227044,216.8000030517578,220.01475867053273,149.05925855823048,410.6960329818373,224.5500030517578,44587100,29607700,19266900,83548600
2024-09-12,221.31619262695312,153.8018798828125,422.0630798339844,229.80999755859375,222.09110108310472,153.931138367879,422.42879711427406,231.4499969482422,218.38544755210194,151.7735836501272,414.89690341994134,223.8300018310547,221.04795042006705,152.91699025153633,418.415740735589,224.66000366210938,37455600,29621500,17395700,71894900
2024-09-13,221.04795837402344,156.5559844970703,425.6115417480469,230.2899932861328,222.57790161811045,157.4707006975876,426.8371952929349,232.6699981689453,220.46181236980377,154.31890238034902,420.54084966063596,226.32000732421875,222.12091208096655,154.5376253409391,420.9065669174341,228.0,36766600,29591200,15874600,59515100
2024-09-16,214.90830993652344,157.1525115966797,426.3528747558594,226.77999877929688,215.80243050187988,157.3414231577179,428.51755654874484,229.9600067138672,212.52396316355507,155.7009025392383,423.26895279469,223.52999877929688,215.12686027714844,156.4068176480649,425.62144023461013,229.3000030517578,59357400,18379800,13834700,54323000
2024-09-17,215.37521362304688,158.40528869628906,430.1188659667969,227.8699951171875,215.48449636527135,159.628222536102,436.741413807479,234.57000732421875,213.10016491936787,157.47068317745328,427.2721591954558,226.5500030517578,214.34200737227792,158.107008079676,435.1401487897844,229.4499969482422,45519300,20715600,18874200,66761600
2024-09-18,219.249755859375,158.8924560546875,425.8290100097656,227.1999969482422,221.2565773677011,159.57849687987786,430.9886580324637,235.67999267578125,216.12030400107497,157.6894117080279,425.43364080776206,226.8800048828125,216.1302484418979,158.9421720163007,429.9705680090547,230.08999633789062,59894900,23677300,18898000,78010200
2024-09-19,227.37637329101562,161.20909118652344,433.6178894042969,243.9199981689453,228.32018565098164,162.8496118323656,436.3953979041661,244.24000549316406,223.16405353373213,160.41368126049775,431.84857685341797,232.1300048828125,223.52170475455895,162.77008449382728,436.12853049068684,234.0,66781300,26587700,21706600,102694600
2024-09-20,226.7107391357422,162.65077209472656,430.2374572753906,238.25,231.56882586153637,162.78996770160265,434.1615578880838,243.99000549316406,226.13452245924367,161.1295575441582,429.1996092968504,235.9199981689453,228.46919216926284,162.5612924555598,432.1649237095232,241.52000427246094,318679900,40896400,55167100,99879100
2024-09-23,224.99205017089844,160.9207763671875,428.4978332519531,250.0,227.95259834339626,164.5398774216767,431.41370770372646,250.0,224.33635371548323,160.74180191250147,425.4139110417271,241.9199981689453,225.8563676699032,163.40642311261095,429.2589197702658,242.61000061035156,54146000,24150900,15128900,86927200
2024-09-24,225.88616943359375,161.3582305908203,424.2080078125,254.27000427246094,227.85325878901892,162.28289902982328,428.33967197864655,257.19000244140625,224.25687274556688,159.7674258440889,421.1734954974966,249.0500030517578,227.15781488965328,162.09398745781283,427.9937125983331,254.0800018310547,43556100,23332100,17015800,88491000
2024-09-25,224.89268493652344,160.56283569335938,427.11395263671875,257.0199890136719,225.80667911779153,161.87524922923666,428.1122847230435,257.04998779296875,222.5580303354434,160.37392412147798,423.6149036474301,252.27999877929688,223.46208007568333,160.5429462723237,424.86031508228893,252.5399932861328,42308700,18869200,13396400,65034300
2024-09-26,226.03518676757812,161.7957000732422,426.3232421875,254.22000122070312,227.00878694842402,163.13795527115403,430.2671006249204,261.75,223.93895622483703,161.34828673099906,424.1684543301705,251.52999877929688,225.81662129607273,162.7004790534292,430.0595370663028,260.6000061035156,36636700,20319300,14492000,67142200
2024-09-27,226.30340576171875,163.00868225097656,423.0712890625,260.4599914550781,228.0221264682928,164.74863467091632,426.85702409572957,260.70001220703125,225.81661326820586,161.69626888609332,422.52766014209345,254.1199951171875,226.96904659349977,161.87522813854878,426.5308226116947,257.3800048828125,34026000,21101300,14896100,70988100
2024-09-30,231.47943115234375,164.89779663085938,425.3249206542969,261.6300048828125,231.47943115234375,165.19606207708327,425.4435585697777,264.8599853515625,228.1512873446241,162.32265529939457,420.4519278512811,255.77000427246094,228.5387415800987,162.38232355982177,423.2590885562286,259.0400085449219,54541900,20413900,16807300,80705700
2024-10-01,224.7337646484375,166.03126525878906,415.8260803222656,258.0199890136719,228.15130254219565,168.18880481054381,423.52602256028683,263.9800109863281,222.27988260723768,163.63509815814953,413.96781162828705,248.52999877929688,228.02216122790813,166.72724331239,423.49637062005274,262.6700134277344,63285000,28338100,19092900,87397600
2024-10-02,225.30003356933594,164.90773010253906,412.30718994140625,249.02000427246094,225.8861795938886,166.55820300060364,417.93140514988795,251.16000366210938,221.56457676904253,163.78421304270756,411.89203266645677,241.5,224.41584231153624,165.46451248473383,417.6941594936009,247.5500030517578,32880600,17760200,16582300,93983900
2024-10-03,224.197265625,164.90773010253906,411.7240295410156,240.66000366210938,225.3298253274289,165.6832505879078,414.699207817815,249.7899932861328,221.8626109260752,162.9788660133771,409.50004373541833,237.80999755859375,223.67072564154154,163.46605818338855,412.80142348929195,244.47999572753906,34044200,15073100,13686400,80729200
2024-10-04,225.31988525390625,166.10086059570312,411.2495422363281,250.0800018310547,226.51205091107013,167.26414148638466,414.89688113885154,250.9600067138672,222.66731173997377,164.52992998564537,410.172148356534,244.5800018310547,226.41269745663615,167.0951193232447,413.40432999591644,246.69000244140625,37245100,19047400,19169700,86573200
2024-10-07,220.2432403564453,162.0442657470703,404.8049621582031,240.8300018310547,224.21713611955545,167.51268816069472,412.287415913181,249.8300018310547,219.885589131397,161.81559051224986,404.2711971193028,240.6999969482422,223.0348997045567,166.75705707061962,411.190264062665,249.0,39505400,22463100,20919800,68113300
2024-10-08,224.29660034179688,163.4362335205078,409.9151306152344,244.5,224.50522136577493,163.78421492779364,410.8541588179669,246.2100067138672,221.79304193960246,161.93489332497202,403.4507675602396,240.55999755859375,222.83619253711748,162.99875730912473,406.1491841006714,243.55999755859375,31855700,23072700,19229300,56303200
2024-10-09,228.04202270507812,160.93069458007812,412.6333923339844,241.0500030517578,228.25065892191472,163.89358090449505,415.51964507918063,247.42999267578125,223.36276850208282,158.8228712424478,409.50992407936405,239.50999450683594,223.76015205132026,162.51156208330087,411.051885220099,243.82000732421875,33591100,31181800,14974300,66289500
2024-10-10,227.54527282714844,161.14942932128906,411.0321044921875,238.77000427246094,228.00227752622936,162.13375075790051,412.5246557071608,242.7899932861328,225.68748134269669,159.47906705048007,408.37320353432506,232.33999633789062,226.29350107451606,159.94636978765286,410.42917171763446,241.80999755859375,28183500,14144100,13848400,83087100
2024-10-11,226.0650177001953,162.3027801513672,411.506591796875,217.8000030517578,227.91287999534921,162.9589793006072,412.30722431233596,223.33999633789062,225.8563814846346,160.3142629412503,408.4720793339732,214.3800048828125,227.80359724609562,161.19915249290503,411.32868016338136,220.1300048828125,31759200,15344300,14144900,142628900
2024-10-14,229.79052734375,164.01290893554688,414.29400634765625,219.16000366210938,230.21771386522883,165.27560646204375,419.1373475498946,221.91000366210938,227.1081507143634,162.46185274166893,412.6927111070291,213.74000549316406,227.20748901369805,162.70048027253844,412.9398206598447,220.1300048828125,39882100,19016100,16653100,86291900
2024-10-15,232.32386779785156,164.51004028320312,413.89862060546875,219.57000732421875,235.94011203523937,166.71728049354707,417.59540014974584,224.25999450683594,230.85351557312313,163.68480379630955,410.4588748220689,217.1199951171875,232.08542861457474,164.83813228183462,417.29885057772566,220.00999450683594,64751400,20247200,18900200,62988800
2024-10-16,230.2673797607422,164.21176147460938,411.308837890625,221.3300018310547,230.60515724916505,164.84808640066018,411.54605337068887,222.82000732421875,228.34003796565733,162.7999160190336,405.7340629559766,218.92999267578125,230.0885617348273,163.58537367338423,410.36983983888206,221.39999389648438,34082200,16406000,15508900,49632800
2024-10-17,230.63497924804688,161.99456787109375,411.90191650390625,220.88999938964844,232.3238971476739,165.41482033547592,417.6150873802946,222.0800018310547,229.0156269629083,161.82554570724957,410.78497665094557,217.89999389648438,231.9066247344228,164.7784953540456,417.4766915704916,221.58999633789062,32993800,21453400,14820000,50791800
2024-10-18,233.4663543701172,162.4817352294922,413.3252868652344,220.6999969482422,234.63864623478992,163.7643372928155,414.79805000770625,222.27999877929688,232.48280980290272,162.1436909535705,411.447260474788,219.22999572753906,234.63864623478992,162.25306000415483,412.31709084461266,220.7100067138672,46431500,19757700,17145300,49611900
2024-10-21,234.93670654296875,163.1280059814453,413.9381103515625,218.85000610351562,235.3043021987925,163.55552987158697,414.1160219717621,220.47999572753906,232.91995571367772,161.68631896113368,408.9662678666254,215.72999572753906,232.91995571367772,162.01442609995885,411.30886136013186,218.89999389648438,36254500,20946500,14206100,47329000
2024-10-22,234.32078552246094,164.19186401367188,422.56719970703125,217.97000122070312,234.67843677993508,164.81825178422423,425.60168187753965,218.22000122070312,231.0820656392084,162.04426180421996,413.2066892964129,215.25999450683594,232.36364046895116,162.04426180421996,413.6514683614362,217.30999755859375,38846600,16568100,25482200,43268700
2024-10-23,229.25404357910156,161.8454132080078,419.69085693359375,213.64999389648438,233.60546433739609,164.867967838788,426.0959170295647,218.72000122070312,226.27362172475395,161.00028733207427,417.64478266305224,212.11000061035156,232.55238437433343,163.81404098216163,425.8784594235447,217.1300048828125,52287000,18280500,19654400,80938900
2024-10-24,229.06532287597656,161.78578186035156,419.8193359375,260.4800109863281,229.31369139269552,162.39228029287776,421.0548835944768,262.1199951171875,226.91941525331413,160.0855927556685,417.5162582126422,242.64999389648438,228.4791616555193,161.89515092756724,420.4123746810587,244.67999267578125,31109500,22412500,13581600,204491900
2024-10-25,229.89981079101562,164.32113647460938,423.19976806640625,269.19000244140625,231.69799621804017,164.63929136354844,427.5192377532194,269.489990234375,228.07182235817814,162.48175184608664,421.63804913504384,255.32000732421875,228.2407111108546,162.7303165163636,421.8258547879259,256.010009765625,38802300,19828900,16899100,161611900
2024-10-28,231.8768310546875,165.76278686523438,421.6578369140625,262.510009765625,233.1981533252385,167.78113051042075,426.94598717649535,273.5400085449219,231.03238723011694,163.00868643055472,421.3711813975522,262.239990234375,231.79736647290133,167.78113051042075,426.669225694439,270.0,36087100,32138600,14882400,107653600
2024-10-29,232.1450653076172,168.70578002929688,426.9559020996094,259.5199890136719,232.80076177889833,169.40177313699868,428.1617979371543,264.9800109863281,230.80388451731673,166.13065407857997,420.8769829019358,255.50999450683594,231.5787930163908,166.76697893071042,423.0515590564399,264.510009765625,35417200,42169000,17644100,80521800
2024-10-30,228.5983428955078,173.45834350585938,427.5291748046875,257.54998779296875,231.94634497686565,180.97493529169347,433.43015208412135,263.3500061035156,228.05192923673224,173.06063100562596,427.10415361686785,255.82000732421875,231.09195684474602,179.64261737988735,432.38241000195467,258.0400085449219,47070900,68890800,29749100,53993600
2024-10-31,224.43569946289062,170.12759399414062,401.6518249511719,249.85000610351562,228.330115454563,175.80481742033143,411.3484002261627,259.75,223.89921505082026,170.01822493850247,401.60238494770107,249.25,227.84330777090054,172.13600066532192,410.55763165325993,257.989990234375,64370100,44769000,53971000,66575300
2024-11-01,221.4552764892578,170.30654907226562,405.6253662109375,248.97999572753906,223.87935529424118,171.33064938867685,410.69605883957496,254.0,218.83250593091054,167.91039737420323,402.78855349489004,246.6300048828125,219.5279346472888,169.0935675366594,404.2811047814158,252.0399932861328,65276700,31796500,24230400,57544800
2024-11-04,220.56114196777344,168.26832580566406,403.7374572753906,242.83999633789062,221.33605042122997,169.74976136503125,405.6748178590432,248.89999389648438,218.2761640538016,167.04537684162395,400.88088657331804,238.8800048828125,219.54780947276666,168.954351474997,405.06196083886334,244.55999755859375,44944500,21492700,19672300,68802400
2024-11-05,221.99172973632812,168.7654571533203,406.7027587890625,251.44000244140625,222.4884666635337,169.55091475770118,410.102988488707,255.27999877929688,219.69680755811166,167.87061532690117,403.3618329661191,246.2100067138672,220.35250394023294,168.45722424913848,403.6484884800003,247.33999633789062,28111300,18242100,17626000,69282500
2024-11-06,221.26654052734375,175.49658203125,415.3219909667969,288.5299987792969,224.59468464196172,175.92412112315387,415.5888886089347,289.5899963378906,219.74652645114676,172.50386907265272,405.77367352277815,275.6199951171875,221.1572577760193,172.80214969030013,407.6517303943314,284.6700134277344,54561100,33695500,26681800,165228700
2024-11-07,225.99545288085938,179.7122344970703,420.51123046875,296.9100036621094,226.39285156162418,180.0403416420051,421.91482589939426,299.75,223.10445516924474,176.17267645525013,415.0254108601489,285.5199890136719,223.16406118155706,176.3914145518733,416.40921822256973,288.8900146484375,42137700,25352900,19901800,117309200
2024-11-08,225.7269287109375,177.32601928710938,417.6546630859375,321.2200012207031,227.4176895436531,179.86136646447602,421.568869701991,328.7099914550781,225.17991383614745,177.05756522942787,416.90344044148964,297.6600036621094,225.9357792784742,179.612801825818,420.40251992805025,299.1400146484375,38328800,22006200,16891400,204782800
2024-11-11,223.01173400878906,179.31455993652344,413.1770324707031,350.0,224.4737485807484,179.5134086393181,419.89839969038087,358.6400146484375,220.29657059338746,177.44534875364968,411.1902621762221,336.0,223.77755477883602,177.5547178158643,417.6348679260246,346.29998779296875,42005600,17450400,24503300,210521600
2024-11-12,223.01173400878906,180.57723999023438,418.1390075683594,328.489990234375,224.36434561359883,181.44225527864106,419.5327090402253,345.8399963378906,222.14646565326132,178.3600475857902,412.37642617579047,323.30999755859375,223.3300027044557,178.78758666786376,413.4142742125201,342.739990234375,40398300,25134900,19401200,155726000
2024-11-13,223.8968963623047,177.85296630859375,420.283935546875,330.239990234375,225.41858250992726,179.92102582045888,424.3661599826618,344.6000061035156,221.5497178640296,177.51490688664538,413.3747320030266,322.5,222.79292649286415,179.4238965677369,416.76509796101305,335.8500061035156,48566200,23184000,21502200,125405600
2024-11-14,226.98007202148438,174.57192993164062,421.9543762207031,311.17999267578125,227.62653447284012,177.79333331489727,423.21957584577814,329.9800109863281,223.77756520755418,173.3191695348543,415.14402288993426,310.3699951171875,223.7974607959322,177.2564251654299,420.086213638624,327.69000244140625,44923900,31007500,30246900,120726100
2024-11-15,223.777587890625,171.4996795654297,410.20184326171875,320.7200012207031,225.68715481951833,173.1402002652983,417.91164897279026,324.67999267578125,223.05155818805096,170.236966835199,408.85758182070697,309.2200012207031,225.16997570047775,172.73255057874763,414.9661225121513,310.57000732421875,47923700,32504600,28247600,114440300
2024-11-18,226.7811737060547,174.2935333251953,410.9530334472656,338.739990234375,228.49183017609323,174.43272892051993,413.5624943414024,348.54998779296875,223.94665165924164,171.90730361382492,407.33534638732004,330.010009765625,224.0262188410909,172.4243223269658,410.07330906060787,340.7300109863281,44633700,20135300,24727000,126085600
2024-11-19,227.03973388671875,177.09732055664062,412.9595642089844,346.0,228.90952454109907,177.8430144374994,413.10782389174204,347.3800048828125,225.42854034251505,172.56350418840825,406.79168992363145,332.75,225.7467938634959,172.72258919074153,408.3336509537854,335.760009765625,36211800,23434900,18133500,88852500
2024-11-20,227.75582885742188,174.96963500976562,410.6861267089844,342.0299987792969,228.68076882556113,176.65987170014589,412.4653333453386,346.6000061035156,224.66272507245372,172.78226898861567,405.8328921341125,334.29998779296875,226.82093350733243,176.32182739630647,412.0501760807684,345.0,35169600,18997100,19191700,66340700
2024-11-21,227.2784423828125,166.66757202148438,408.913330078125,339.6400146484375,228.9095315645878,173.13025284582125,415.7571129679985,347.989990234375,224.48371169719937,162.7601278802168,406.35806834126146,335.2799987792969,227.63648708983084,172.90156244724747,415.4797975064388,343.80999755859375,42108300,59734400,20780200,58011700
2024-11-22,228.62110900878906,163.81405639648438,413.0037536621094,352.55999755859375,229.46649702017746,165.5043083073982,413.3999142872652,361.5299987792969,226.82094518602503,162.95899331574788,407.1206761919346,337.70001220703125,226.82094518602503,164.8978098993039,407.4277029433142,341.0899963378906,38168300,38604600,24814600,89140700
2024-11-25,231.6048126220703,166.68743896484375,414.776611328125,338.5899963378906,231.98275293866183,167.6618232619843,417.0446437711569,361.92999267578125,228.49182822914253,164.65915820880082,410.87436717729366,338.20001220703125,230.20248468460477,165.13639806236714,414.37053686089325,360.1400146484375,90152800,33135300,27691100,95890900
2024-11-26,233.78292846679688,168.14901733398438,423.8883972167969,338.2300109863281,234.2901673751303,168.84501052303654,424.92835279721186,346.9599914550781,232.0623317186483,166.61786569467208,414.8360050762814,335.6600036621094,232.0623317186483,166.66758166120195,415.56890369905886,341.0,45986200,20486700,23458900,62295900
2024-11-27,233.6536102294922,168.25839233398438,418.93634033203125,332.8900146484375,234.40949083683986,168.5069570042289,423.13572759358533,342.54998779296875,232.53970008294309,167.0553478258637,417.97563494679554,326.5899963378906,233.19611792325418,168.0297170852908,421.03601885024915,341.79998779296875,33498400,19266500,18332400,57896400
2024-11-29,236.0405731201172,167.97999572753906,419.40185546875,345.1600036621094,236.51796100091357,168.4572356311654,420.8082605091315,345.45001220703125,232.69882760276832,166.20027942100947,413.796093210805,334.6499938964844,233.53426018813377,167.53258236969043,416.06415596091114,336.0799865722656,28481400,14257200,16271900,37167600
